temp_c,precp_cm,biome_id,biome
-10.2160020653883,1.60713350246589,6,Tundra
-10.6285727697327,1.69693840132313,6,Tundra
-11.1411645973666,1.84605195213399,6,Tundra
-11.6177623395217,2.02809396585917,6,Tundra
-12.0596052291877,2.24212897480224,6,Tundra
-12.4679888281268,2.48628604357034,6,Tundra
-12.8441711455864,2.75813295615276,6,Tundra
-13.1895416246157,3.05636005777449,6,Tundra
-13.5054333794916,3.3787222259641,6,Tundra
-13.7930293144319,3.72353561886801,6,Tundra
-14.053775201258,4.08967767525052,6,Tundra
-14.2888351679302,4.47415489848305,6,Tundra
-14.4996362100124,4.8754705402513,6,Tundra
-14.6873987842373,5.29194075870172,6,Tundra
-14.8534372286244,5.72094624428429,6,Tundra
-14.9991034337081,6.16248699699902,6,Tundra
-15.1256929612505,6.6126340525209,6,Tundra
-15.234463820499,7.07082613023207,6,Tundra
-15.3268054545028,7.53425682704325,6,Tundra
-15.4039007674795,8.001990675258,6,Tundra
-15.4671955312507,8.47103417824776,6,Tundra
-15.517872650034,8.94101314893394,6,Tundra
-15.5573403431361,9.4087469971487,6,Tundra
-15.5868190672894,9.87348734873487,6,Tundra
-15.607641936771,10.3326148941425,6,Tundra
-15.6211420658577,10.7842586979786,6,Tundra
-15.6286337925693,11.2271091054684,6,Tundra
-15.6313375736381,11.6583597135224,6,Tundra
-15.6306804046283,12.0770750544442,6,Tundra
-15.6279015185298,12.4811970993018,6,Tundra
-15.624221372075,12.8684807256236,6,Tundra
-15.6211420658577,13.2376162786347,6,Tundra
-15.6197526228085,13.4984246723992,6,Tundra
-15.6197526228085,13.5861715423243,6,Tundra
-15.6197526228085,13.964848865839,6,Tundra
-15.5804351397658,15.1020033976187,6,Tundra
-15.4666134672706,16.467973327945,6,Tundra
-15.2845588753022,17.7336611212142,6,Tundra
-15.0406928438989,18.9490207524154,6,Tundra
-14.7413054192973,20.1651287577737,6,Tundra
-14.3926115427043,21.4310036445821,6,Tundra
-14.0010326941582,22.7969735749085,6,Tundra
-13.6795643908278,23.9275798328132,6,Tundra
-13.5727650386087,24.3141150849779,6,Tundra
-13.5137324852724,24.5283371874602,6,Tundra
-13.3357898936794,25.1502361120466,6,Tundra
-13.0706503626165,26.0638138643796,6,Tundra
-12.7796183725679,27.0810414374771,6,Tundra
-12.4648907456521,28.2284861139175,6,Tundra
-12.1287581852747,29.532340989201,6,Tundra
-11.7733987372967,31.0202959071417,6,Tundra
-11.4009528950642,32.7194794309363,6,Tundra
-11.0136925857254,34.6555233754668,6,Tundra
-10.613833407656,36.8559304910083,6,Tundra
-10.2036097354895,39.3467067795215,6,Tundra
-9.78510573379961,42.1551678977422,6,Tundra
-9.36064965850682,45.3088165959453,6,Tundra
-8.93240077921468,48.8329105019345,6,Tundra
-8.50266857558617,52.7553265530635,6,Tundra
-8.07353721219518,57.1030062189892,6,Tundra
-7.75058558452836,60.6746218839571,6,Tundra
-7.64718473490271,61.9015813145941,6,Tundra
-7.42376604783251,64.5515742050396,6,Tundra
-6.76858732133217,72.6310216055619,6,Tundra
-5.89012134156359,83.8845109000696,6,Tundra
-4.99774215504495,95.6968485964243,6,Tundra
-4.30683221066961,104.997455527866,6,Tundra
-4.07740512122421,108.104330841247,6,Tundra
-4.09678221888422,107.333879646468,6,Tundra
-4.1541249090525,105.021590594434,6,Tundra
-4.3147557913019,98.3447834579376,6,Tundra
-4.39412303142676,94.8951527805842,6,Tundra
-4.46996033515619,91.4683475150236,6,Tundra
-4.53977046025301,88.136398673881,6,Tundra
-4.60139413711362,84.9726469245564,6,Tundra
-4.64063651512662,82.7808461118221,6,Tundra
-4.65250310981764,82.0493103732142,6,Tundra
-4.67884619898139,80.4348802227162,6,Tundra
-4.76589292839205,75.6061830672863,6,Tundra
-4.88992888492501,69.3971097790051,6,Tundra
-5.02004834886286,63.4817733474028,6,Tundra
-5.15153847959256,57.9200437050508,6,Tundra
-5.27989297533269,52.7734746263742,6,Tundra
-5.40039899547023,48.102871511641,6,Tundra
-5.50843758067923,43.9669817321868,6,Tundra
-5.57715868284554,41.3139953451127,6,Tundra
-5.59938977163377,40.4290429042904,6,Tundra
-5.62021264111531,39.5974121221646,6,Tundra
-5.69223836458798,37.1270290294336,6,Tundra
-5.8063041284296,33.751300300098,6,Tundra
-5.93706198511982,30.427583574684,6,Tundra
-6.07979909404558,27.279921869738,6,Tundra
-6.22985894336611,24.433293669503,6,Tundra
-6.38249113995353,22.012677458222,6,Tundra
-6.53307672448189,20.1432388136773,6,Tundra
-6.63707841434506,19.1828876765228,6,Tundra
-6.6760203722393,18.9505175007297,6,Tundra
-6.72472598399324,18.670625565958,6,Tundra
-6.86825169573075,17.8279562650143,6,Tundra
-7.03547304433544,16.8361734132597,6,Tundra
-7.18217194357735,15.9695561392874,6,Tundra
-7.30883657614946,15.2101434633259,6,Tundra
-7.4179078555167,14.5450259311645,6,Tundra
-7.51222099654986,13.9721455138711,6,Tundra
-7.59297767972399,13.4677413319563,6,Tundra
-7.66301311990987,13.0306908241845,6,Tundra
-7.72388574647358,12.6406007947734,6,Tundra
-7.77801769662262,12.2918584375444,6,Tundra
-7.82738047738634,11.9704317370513,6,Tundra
-7.8740958058535,11.6664047357117,6,Tundra
-7.92030417537025,11.3616293602149,6,Tundra
-7.96812730302533,11.0568539847182,6,Tundra
-8.01961180087779,10.7286919168107,6,Tundra
-8.06260943037529,10.4589030331605,6,Tundra
-8.07689816227381,10.3705948826175,6,Tundra
-8.14723402257845,9.86263592345629,6,Tundra
-8.36777994226301,8.4996594897585,6,Tundra
-8.66498932100359,6.92545445020693,6,Tundra
-8.9545379867158,5.62739947464134,6,Tundra
-9.2226253901941,4.59408185716531,6,Tundra
-9.45533832468843,3.8112824887931,6,Tundra
-9.63870725467646,3.26833703778541,6,Tundra
-9.75881152058623,2.95149185648271,6,Tundra
-9.75898795972493,2.95102639515652,6,Tundra
-10.2160020653883,1.60713350246589,6,Tundra
-4.07740512122421,108.104330841247,7,Boreal forest
-3.851808388293,110.979397259454,7,Boreal forest
-3.18803013589316,119.978035218488,7,Boreal forest
-2.25590161241111,132.5454824394,7,Boreal forest
-1.26530382331542,145.715183763274,7,Boreal forest
-0.472006947215245,156.08353352342,7,Boreal forest
-0.2048020278358,159.519132185327,7,Boreal forest
-0.0912807754594294,160.979397259454,7,Boreal forest
0.265111366676841,165.24307192624,7,Boreal forest
0.767000727579978,170.771124731521,7,Boreal forest
1.29898842913136,176.127612761276,7,Boreal forest
1.85945971319267,181.340038765781,7,Boreal forest
2.44696880794236,186.434595840536,7,Boreal forest
3.05945032506396,191.435606145649,7,Boreal forest
3.6955899265379,196.373004647404,7,Boreal forest
4.18790339615556,200.060618306729,7,Boreal forest
4.35350998662192,201.271113505908,7,Boreal forest
4.28065810782266,199.665850938835,7,Boreal forest
4.07149060013613,194.812644529759,7,Boreal forest
3.8503062876992,188.610493702431,7,Boreal forest
3.68488745980708,182.821819596926,7,Boreal forest
3.53805712676321,177.411074440777,7,Boreal forest
3.4323467974746,172.505481840701,7,Boreal forest
3.36005820639801,168.204201372518,7,Boreal forest
3.28401436383693,164.306107481496,7,Boreal forest
3.24214330978478,161.90251678229,7,Boreal forest
3.22430586523342,160.690711928336,7,Boreal forest
3.13906165653531,155.729739640631,7,Boreal forest
3.08742694862347,150.057063529482,7,Boreal forest
3.04410880562321,144.354268041992,7,Boreal forest
3.01851808388293,140.985271996587,7,Boreal forest
2.97138967775249,133.483195258301,7,Boreal forest
2.9096157908325,125.734155048158,7,Boreal forest
2.84558875302181,114.357371111261,7,Boreal forest
2.80841176332528,107.059226330796,7,Boreal forest
2.78850893045744,104.124102886479,7,Boreal forest
2.7686060975896,99.8918599342927,7,Boreal forest
2.74062947403009,95.4220081872133,7,Boreal forest
2.70007275799751,90.7630048719157,7,Boreal forest
2.6418663599878,85.9659265246252,7,Boreal forest
2.56131621564532,81.0801658397132,7,Boreal forest
2.45354049804023,76.1551155115512,7,Boreal forest
2.31365738024269,71.2401682345105,7,Boreal forest
2.13697279789706,66.3860263577378,7,Boreal forest
1.91879268664773,61.6422696691438,7,Boreal forest
1.65404745699064,57.0577295824821,7,Boreal forest
1.33804304457014,52.6829213533598,7,Boreal forest
0.965897622456405,48.56686348907,7,Boreal forest
0.532973455066069,44.7598841516805,7,Boreal forest
0.0473443330908054,41.2687187086056,7,Boreal forest
-0.388828126833618,38.9519394116282,7,Boreal forest
-0.657422489262327,37.8147848798485,7,Boreal forest
-1.35419062595348,35.7640525957358,7,Boreal forest
-1.76110967681367,34.5567379867238,7,Boreal forest
-2.22069612974394,33.1857165308368,7,Boreal forest
-2.71899922547938,31.6897165907067,7,Boreal forest
-3.24223719107189,30.1059697806515,7,Boreal forest
-4.30844696880794,26.8282780659018,7,Boreal forest
-5.07087567770554,24.4237518989994,7,Boreal forest
-5.74959983101368,22.2085643938544,7,Boreal forest
-5.94917267115732,21.5348405588858,7,Boreal forest
-6.13254160114535,20.9011547413245,7,Boreal forest
-6.29799798155233,20.3119971861132,7,Boreal forest
-6.44381439669538,19.7727936058912,7,Boreal forest
-6.56820710211937,19.2874729649836,7,Boreal forest
-6.72472598399324,18.670625565958,7,Boreal forest
-6.6760203722393,18.9505175007297,7,Boreal forest
-6.63707841434506,19.1828876765228,7,Boreal forest
-6.53307672448189,20.1432388136773,7,Boreal forest
-6.38249113995353,22.012677458222,7,Boreal forest
-6.22985894336611,24.433293669503,7,Boreal forest
-6.07979909404558,27.279921869738,7,Boreal forest
-5.93706198511982,30.427583574684,7,Boreal forest
-5.8063041284296,33.751300300098,7,Boreal forest
-5.69223836458798,37.1270290294336,7,Boreal forest
-5.62021264111531,39.5974121221646,7,Boreal forest
-5.59938977163377,40.4290429042904,7,Boreal forest
-5.57715868284554,41.3139953451127,7,Boreal forest
-5.50843758067923,43.9669817321868,7,Boreal forest
-5.40039899547023,48.102871511641,7,Boreal forest
-5.27989297533269,52.7734746263742,7,Boreal forest
-5.15153847959256,57.9200437050508,7,Boreal forest
-5.02004834886286,63.4817733474028,7,Boreal forest
-4.88992888492501,69.3971097790051,7,Boreal forest
-4.76589292839205,75.6061830672863,7,Boreal forest
-4.67884619898139,80.4348802227162,7,Boreal forest
-4.65250310981764,82.0493103732142,7,Boreal forest
-4.64063651512662,82.7808461118221,7,Boreal forest
-4.60139413711362,84.9726469245564,7,Boreal forest
-4.53977046025301,88.136398673881,7,Boreal forest
-4.46996033515619,91.4683475150236,7,Boreal forest
-4.39412303142676,94.8951527805842,7,Boreal forest
-4.3147557913019,98.3447834579376,7,Boreal forest
-4.1541249090525,105.021590594434,7,Boreal forest
-4.09678221888422,107.333879646468,7,Boreal forest
-4.07740512122421,108.104330841247,7,Boreal forest
-10.2160020653883,1.60713350246589,8,Temperate grassland/desert
-9.26883375971084,3.37498035517837,8,Temperate grassland/desert
-9.21286173633441,3.52409390598924,8,Temperate grassland/desert
-9.04483300866055,3.97498933566826,8,Temperate grassland/desert
-8.82128288778839,4.57649506447244,8,Temperate grassland/desert
-8.59412772549112,5.18529744130876,8,Temperate grassland/desert
-8.11276081395076,6.44743045733145,8,Temperate grassland/desert
-7.5681930199263,7.8096585168721,8,Temperate grassland/desert
-6.92758466918582,9.31894209829146,8,Temperate grassland/desert
-6.15849038890323,11.0224287734896,8,Temperate grassland/desert
-5.22812683361889,12.9680144885237,8,Temperate grassland/desert
-4.10397352547703,15.2028468152938,8,Temperate grassland/desert
-2.753247119018,17.7746346063178,8,Temperate grassland/desert
-1.14340836012862,20.7301512464172,8,Temperate grassland/desert
-0.231145116999553,22.3672197151688,8,Temperate grassland/desert
0.758213439106253,24.1174797751884,8,Temperate grassland/desert
1.82866665101979,25.9876667938903,8,Temperate grassland/desert
2.98415753279977,27.9835806709923,8,Temperate grassland/desert
4.22902339991082,30.1117696803694,8,Temperate grassland/desert
5.56739502898585,32.3767240669645,8,Temperate grassland/desert
7.00302767150938,34.7855533852705,8,Temperate grassland/desert
8.54023986668857,37.3434962543873,8,Temperate grassland/desert
11.9353627338231,42.9314189922394,8,Temperate grassland/desert
13.8015349590443,45.9731857539495,8,Temperate grassland/desert
15.7854343183045,49.1880140394992,8,Temperate grassland/desert
17.3648930926843,51.7356667639553,8,Temperate grassland/desert
17.8913793508109,52.5820779356847,8,Temperate grassland/desert
17.771211303307,50.3090785269003,8,Temperate grassland/desert
17.4625296312813,44.8725144623306,8,Temperate grassland/desert
17.0742366277842,38.4952440822314,8,Temperate grassland/desert
16.6200389607342,31.4762428623815,8,Temperate grassland/desert
15.8458938672049,20.4012408043525,8,Temperate grassland/desert
15.0020888586383,9.56740231846314,8,Temperate grassland/desert
14.1355645785904,0,8,Temperate grassland/desert
-5.81495998310137,1.77514350074463,8,Temperate grassland/desert
-7.03372685239514,1.57065026230514,8,Temperate grassland/desert
-8.14730912760814,1.47710349266219,8,Temperate grassland/desert
-9.16056985941277,1.48514851485149,8,Temperate grassland/desert
-10.2160020653883,1.60713350246589,8,Temperate grassland/desert
-10.2160020653883,1.60713350246589,5,Woodland/shrubland
-9.75898795972493,2.95102639515652,5,Woodland/shrubland
-9.63870725467646,3.26833703778541,5,Woodland/shrubland
-9.45533832468843,3.8112824887931,5,Woodland/shrubland
-9.2226253901941,4.59408185716531,5,Woodland/shrubland
-8.9545379867158,5.62739947464134,5,Woodland/shrubland
-8.66498932100359,6.92545445020693,5,Woodland/shrubland
-8.36777994226301,8.4996594897585,5,Woodland/shrubland
-8.14723402257845,9.86263592345629,5,Woodland/shrubland
-8.07689816227381,10.3705948826175,5,Woodland/shrubland
-8.06260943037529,10.4589030331605,5,Woodland/shrubland
-8.01961180087779,10.7286919168107,5,Woodland/shrubland
-7.96812730302533,11.0568539847182,5,Woodland/shrubland
-7.92030417537025,11.3616293602149,5,Woodland/shrubland
-7.8740958058535,11.6664047357117,5,Woodland/shrubland
-7.82738047738634,11.9704317370513,5,Woodland/shrubland
-7.77801769662262,12.2918584375444,5,Woodland/shrubland
-7.72388574647358,12.6406007947734,5,Woodland/shrubland
-7.66301311990987,13.0306908241845,5,Woodland/shrubland
-7.59297767972399,13.4677413319563,5,Woodland/shrubland
-7.51222099654986,13.9721455138711,5,Woodland/shrubland
-7.4179078555167,14.5450259311645,5,Woodland/shrubland
-7.30883657614946,15.2101434633259,5,Woodland/shrubland
-7.18217194357735,15.9695561392874,5,Woodland/shrubland
-7.03547304433544,16.8361734132597,5,Woodland/shrubland
-6.86825169573075,17.8279562650143,5,Woodland/shrubland
-6.72472598399324,18.670625565958,5,Woodland/shrubland
-6.72399370995376,18.6698771918008,5,Woodland/shrubland
-6.72472598399324,18.670625565958,5,Woodland/shrubland
-6.56820710211937,19.2874729649836,5,Woodland/shrubland
-6.44381439669538,19.7727936058912,5,Woodland/shrubland
-6.29799798155233,20.3119971861132,5,Woodland/shrubland
-6.13254160114535,20.9011547413245,5,Woodland/shrubland
-5.94917267115732,21.5348405588858,5,Woodland/shrubland
-5.74959983101368,22.2085643938544,5,Woodland/shrubland
-5.07087567770554,24.4237518989994,5,Woodland/shrubland
-4.30844696880794,26.8282780659018,5,Woodland/shrubland
-3.24223719107189,30.1059697806515,5,Woodland/shrubland
-2.71899922547938,31.6897165907067,5,Woodland/shrubland
-2.22069612974394,33.1857165308368,5,Woodland/shrubland
-1.76110967681367,34.5567379867238,5,Woodland/shrubland
-1.35419062595348,35.7640525957358,5,Woodland/shrubland
-0.657422489262327,37.8147848798485,5,Woodland/shrubland
-0.401013917900812,38.4995472336349,5,Woodland/shrubland
-0.23760414955289,38.8342575754174,5,Woodland/shrubland
-0.0133029783838303,39.3371650090179,5,Woodland/shrubland
0.269148262022673,40.0599073512793,5,Woodland/shrubland
0.607196000657169,41.0240003592196,5,Woodland/shrubland
0.998192785223086,42.259753186203,5,Woodland/shrubland
1.43943483465158,43.7967266114367,5,Woodland/shrubland
1.92855634050743,45.66392013351,5,Woodland/shrubland
2.46274086417725,47.8916429057872,5,Woodland/shrubland
3.03935972962189,50.5102040816327,5,Woodland/shrubland
3.65597202337644,53.5474805984,5,Woodland/shrubland
4.3095735442533,57.0343428900713,5,Woodland/shrubland
4.99791114136175,61.0005388293931,5,Woodland/shrubland
5.71835613866266,65.4754421020333,5,Woodland/shrubland
6.46809209754266,70.4889876742776,5,Woodland/shrubland
6.94707442439036,73.7243962491487,5,Woodland/shrubland
7.43657145539466,76.8690644574662,5,Woodland/shrubland
7.9347055648133,79.9241148604656,5,Woodland/shrubland
8.95068885394419,85.7567559477036,5,Woodland/shrubland
9.98244419930997,91.2198872948519,5,Woodland/shrubland
11.0175792710118,96.3063993474177,5,Woodland/shrubland
12.0433262140024,101.012176047537,5,Woodland/shrubland
13.0471049358087,105.332165869648,5,Woodland/shrubland
14.0161475813833,109.262626942966,5,Woodland/shrubland
14.9378740582533,112.797010993616,5,Woodland/shrubland
15.7997042739456,115.93213743143,5,Woodland/shrubland
16.5888703734128,118.661832169612,5,Woodland/shrubland
17.2929800267562,120.981604963217,5,Woodland/shrubland
17.8489763325891,122.710702270304,5,Woodland/shrubland
18.1617574576948,123.683422764045,5,Woodland/shrubland
18.3949585748821,124.373423736932,5,Woodland/shrubland
18.7674795221443,125.435179572379,5,Woodland/shrubland
19.0678996409041,126.222282092155,5,Woodland/shrubland
19.070340554369,125.653143545647,5,Woodland/shrubland
19.0630178139742,121.219775038728,5,Woodland/shrubland
19.0425516933837,116.319608151291,5,Woodland/shrubland
19.0066890417068,110.170404795582,5,Woodland/shrubland
18.9522378951815,103.032973365364,5,Woodland/shrubland
18.8767573403431,95.1714899381094,5,Woodland/shrubland
18.8301922219354,91.0501934547196,5,Woodland/shrubland
18.7776187011524,86.8471370946618,5,Woodland/shrubland
18.7182857276973,82.593004198379,5,Woodland/shrubland
18.6520055389959,78.3227812577176,5,Woodland/shrubland
18.5941746661347,75.1575327600787,5,Woodland/shrubland
18.5269556645622,71.4405454150857,5,Woodland/shrubland
18.3726148285493,64.9843215614078,5,Woodland/shrubland
18.1677658600699,58.7612162576802,5,Woodland/shrubland
17.9304339662497,53.3450453888926,5,Woodland/shrubland
17.8913793508109,52.5820779356847,5,Woodland/shrubland
17.3648930926843,51.7356667639553,5,Woodland/shrubland
15.7854343183045,49.1880140394992,5,Woodland/shrubland
13.8015349590443,45.9731857539495,5,Woodland/shrubland
11.9353627338231,42.9314189922394,5,Woodland/shrubland
8.54023986668857,37.3434962543873,5,Woodland/shrubland
7.00302767150938,34.7855533852705,5,Woodland/shrubland
5.56739502898585,32.3767240669645,5,Woodland/shrubland
4.22902339991082,30.1117696803694,5,Woodland/shrubland
2.98415753279977,27.9835806709923,5,Woodland/shrubland
1.82866665101979,25.9876667938903,5,Woodland/shrubland
0.758213439106253,24.1174797751884,5,Woodland/shrubland
-0.231145116999553,22.3672197151688,5,Woodland/shrubland
-1.14340836012862,20.7301512464172,5,Woodland/shrubland
-2.753247119018,17.7746346063178,5,Woodland/shrubland
-4.10397352547703,15.2028468152938,5,Woodland/shrubland
-5.22812683361889,12.9680144885237,5,Woodland/shrubland
-6.15849038890323,11.0224287734896,5,Woodland/shrubland
-6.92758466918582,9.31894209829146,5,Woodland/shrubland
-7.5681930199263,7.8096585168721,5,Woodland/shrubland
-8.11276081395076,6.44743045733145,5,Woodland/shrubland
-8.59412772549112,5.18529744130876,5,Woodland/shrubland
-8.82128288778839,4.57649506447244,5,Woodland/shrubland
-9.04483300866055,3.97498933566826,5,Woodland/shrubland
-9.21286173633441,3.52409390598924,5,Woodland/shrubland
-9.26883375971084,3.37498035517837,5,Woodland/shrubland
-10.2160020653883,1.60713350246589,5,Woodland/shrubland
-0.657422489262327,37.8147848798485,9,Temperate seasonal forest
-0.388828126833618,38.9519394116282,9,Temperate seasonal forest
0.0473443330908054,41.2687187086056,9,Temperate seasonal forest
0.532973455066069,44.7598841516805,9,Temperate seasonal forest
0.965897622456405,48.56686348907,9,Temperate seasonal forest
1.33804304457014,52.6829213533598,9,Temperate seasonal forest
1.65404745699064,57.0577295824821,9,Temperate seasonal forest
1.91879268664773,61.6422696691438,9,Temperate seasonal forest
2.13697279789706,66.3860263577378,9,Temperate seasonal forest
2.31365738024269,71.2401682345105,9,Temperate seasonal forest
2.45354049804023,76.1551155115512,9,Temperate seasonal forest
2.56131621564532,81.0801658397132,9,Temperate seasonal forest
2.6418663599878,85.9659265246252,9,Temperate seasonal forest
2.70007275799751,90.7630048719157,9,Temperate seasonal forest
2.74062947403009,95.4220081872133,9,Temperate seasonal forest
2.7686060975896,99.8918599342927,9,Temperate seasonal forest
2.78850893045744,104.124102886479,9,Temperate seasonal forest
2.80841176332528,107.059226330796,9,Temperate seasonal forest
2.84558875302181,114.357371111261,9,Temperate seasonal forest
2.9096157908325,125.734155048158,9,Temperate seasonal forest
2.97138967775249,133.483195258301,9,Temperate seasonal forest
3.01851808388293,140.985271996587,9,Temperate seasonal forest
3.04386603140329,144.354452452048,9,Temperate seasonal forest
3.08742694862347,150.057063529482,9,Temperate seasonal forest
3.13906165653531,155.729739640631,9,Temperate seasonal forest
3.22430586523342,160.690711928336,9,Temperate seasonal forest
3.3795855141174,165.754585662648,9,Temperate seasonal forest
3.62442791090666,170.662610478735,9,Temperate seasonal forest
3.94137113619828,175.366142056383,9,Temperate seasonal forest
4.32478231276551,179.867612611601,9,Temperate seasonal forest
4.76884080080738,184.167022144391,9,Temperate seasonal forest
5.26810148567137,188.269983460931,9,Temperate seasonal forest
5.81693149013073,192.178367496614,9,Temperate seasonal forest
6.40951017438449,195.895916122225,9,Temperate seasonal forest
7.04020466120591,199.422629337764,9,Temperate seasonal forest
7.70356983594245,202.76411994941,9,Temperate seasonal forest
9.10521745253127,208.898917102595,9,Temperate seasonal forest
10.5697655314854,214.3208878711,9,Temperate seasonal forest
